title,id,details,pages,text_file
Treaties tabled on 10 & 11 September 1996,nla.obj-2177473439,"Collection PP no. 138 of 1996, Report no. 2",26,treaties-tabled-on-10-11-september-1996-collection-pp-no-138-of-1996-report-no-2-nla.obj-2177473439.txt
First report,nla.obj-2177479139,"Collection PP no. 111 of 1996, Report no. 1",32,first-report-collection-pp-no-111-of-1996-report-no-1-nla.obj-2177479139.txt
Two international agreements on tuna,nla.obj-2221006061,"Collection PP no. 292 of 1996, Report no. 3",154,two-international-agreements-on-tuna-collection-pp-no-292-of-1996-report-no-3-nla.obj-2221006061.txt
Treaties tabled on 15 & 29 October 1996,nla.obj-2312906809,"Collection PP no. 353 of 1996, Report no. 4",52,treaties-tabled-on-15-29-october-1996-collection-pp-no-353-of-1996-report-no-4-nla.obj-2312906809.txt
Australia-Indonesia maritime delimitation treaty,nla.obj-1194414730,"Collection PP no. 399 of 1997, Report no. 12",98,australia-indonesia-maritime-delimitation-treaty-collection-pp-no-399-of-1997-report-no-12-nla.obj-1194414730.txt
Eleventh report,nla.obj-1827268445,"Collection PP no. 310 of 1997, Report no. 11",92,eleventh-report-collection-pp-no-310-of-1997-report-no-11-nla.obj-1827268445.txt
The Oakey Agreement : Australia and Singapore,nla.obj-2177448830,"Collection PP no. 46 of 1997, Report no. 6",46,the-oakey-agreement-australia-and-singapore-collection-pp-no-46-of-1997-report-no-6-nla.obj-2177448830.txt
Australia's withdrawal from UNIDO and treaties tabled on 11 February 1997,nla.obj-2177448987,"Collection PP no. 47 of 1997, Report no. 7",66,australia-s-withdrawal-from-unido-and-treaties-tab-collection-pp-no-47-of-1997-report-no-7-nla.obj-2177448987.txt
Restrictions on the use of blinding laser weapons and landmines,nla.obj-2177460435,"Collection PP no. 16 of 1997, Report no. 5",68,restrictions-on-the-use-of-blinding-laser-weapons--collection-pp-no-16-of-1997-report-no-5-nla.obj-2177460435.txt
Tenth report,nla.obj-2312904822,"Collection PP no. 189 of 1997, Report no. 10",68,tenth-report-collection-pp-no-189-of-1997-report-no-10-nla.obj-2312904822.txt
Amendments to the Bonn Convention,nla.obj-2312905363,"Collection PP no. 169 of 1997, Report no. 9",70,amendments-to-the-bonn-convention-collection-pp-no-169-of-1997-report-no-9-nla.obj-2312905363.txt
Eighth report,nla.obj-2312906485,"Collection PP no. 103 of 1997, Report no. 8",60,eighth-report-collection-pp-no-103-of-1997-report-no-8-nla.obj-2312906485.txt
Fifteenth report,nla.obj-1459356086,"Collection PP no. 120 of 1998, Report no. 15",108,fifteenth-report-collection-pp-no-120-of-1998-report-no-15-nla.obj-1459356086.txt
OECD convention on combating bribery and draft implementing legislation,nla.obj-1459356580,"Collection PP no. 121 of 1998, Report no. 16",168,oecd-convention-on-combating-bribery-and-draft-imp-collection-pp-no-121-of-1998-report-no-16-nla.obj-1459356580.txt
